	polarity	word
9409	positive	nature
9410	positive	naturel
9411	positive	naturellement
9412	negative	naufrage
9413	negative	nauséabond
9414	negative	nausée
9415	positive	nautique
9416	positive	naval
9417	negative	navet
9418	positive	navette
9419	positive	navigable
9420	positive	navigation
9421	positive	navigation à voile
9422	positive	navigation de plaisance
9423	positive	naviguer
9424	positive	navire
9425	negative	navire prison
9426	negative	ne pas aimer
9427	negative	ne pas croire
9428	negative	ne pas être d accord
9429	negative	ne pas tenir compte
9430	negative	néanmoins
9431	negative	néant
9432	negative	nébuleux
9433	negative	nébulosité
9434	positive	nécessiter
9435	negative	nécessiteux
9436	negative	nécro
9437	negative	nécrologie
9438	negative	nécrose
9439	positive	nectar
9440	positive	nef
9441	negative	néfaste
9442	negative	négatif
9443	negative	négation
9444	negative	négatif|négative
9445	negative	négliger
9446	negative	négligeable
9447	negative	négligeante
9448	negative	négligeantes
9449	negative	négligeants
9450	negative	négligemment
9451	negative	négligence
9452	negative	négligent
9453	positive	négociation
9454	positive	négocier
9455	negative	nègre
9456	positive	neige
9457	negative	neige fondu
9458	positive	neiger
9459	negative	néonatal
9460	negative	néophyte
9461	positive	néoprène
9462	negative	népotisme
9463	positive	nerf
9464	negative	nervosité
9465	positive	net
9466	positive	nettement
9467	positive	netteté
9468	positive	nettoyage
9469	positive	nettoyant
9470	positive	nettoyer
9471	positive	neuf
9472	positive	neurologie
9473	negative	neutraliser
9474	positive	neutralité
9475	positive	neutre
9476	positive	neuvième
9477	positive	neveu
9478	negative	névralgie
9479	negative	névrose
9480	negative	névrotique
9481	positive	nez
9482	negative	niais
9483	negative	niaiserie
9484	negative	nier
9485	positive	nicher
9486	positive	nickel
9487	negative	nicotine
9488	positive	nid
9489	positive	nièce
9490	negative	nihilisme
9491	positive	niveau
9492	positive	niveler
9493	positive	noblesse
9494	negative	nocturne
9495	negative	nodulaire
9496	negative	nodule
9497	positive	n?ud coulant
9498	negative	noir
9499	negative	noirceur
9500	negative	noir|noire
9501	positive	noix de muscade
9502	positive	nom
9503	positive	nom de famille
9504	positive	nomade
9505	positive	nombre
9506	positive	nombre de passager
9507	positive	nombre entier
9508	positive	nombreux
9509	positive	nombril
9510	positive	nomenclature
9511	positive	nominal
9512	positive	nomination
9513	positive	nominé
9514	negative	non accompagner
9515	negative	non approuver
9516	negative	non armer
9517	negative	non armé
9518	negative	non attacher
9519	negative	non autoriser
9520	negative	non confirmer
9521	negative	non contenir
9522	negative	non conventionnel
9523	negative	non découvrir
9524	negative	non découvert
9525	positive	non déranger
9526	negative	non désirer
9527	negative	non développer
9528	negative	non écrire
9529	negative	non enregistrer
9530	negative	non former
9531	negative	non formé
9532	negative	non garder
9533	positive	non infecter
9534	negative	non initier
9535	negative	non inscrire
9536	negative	non intentionnel
9537	negative	non laver
9538	negative	non lire
9539	negative	non marier
9540	positive	non marquer
9541	negative	non meubler
9542	negative	non numéroter
9543	negative	non orienter
9544	negative	non ouvrir
9545	negative	non partager
9546	negative	non protéger
9547	negative	non réciproque
9548	negative	non réclamer
9549	negative	non reconnaître
9550	negative	non réglementer
9551	negative	non rémunérer
9552	negative	non résoudre
9553	negative	non révéler
9554	negative	non scientifique
9555	negative	non spécifier
9556	positive	non sucrer
9557	negative	non tester
9558	negative	non traduire
9559	positive	non troubler
9560	negative	non valide
9561	negative	non vérifier
9562	negative	non viable
9563	negative	non paiement
9564	negative	non résider
9565	negative	non respect
9566	negative	non sen|sens
9567	positive	normal
9568	positive	normaliser
9569	positive	normalité
9570	positive	norme
9571	negative	nostalgie
9572	negative	nostalgique
9573	positive	notable
9574	positive	notaire
9575	positive	notamment
9576	positive	noter
9577	negative	note
9578	negative	notice nécrologique
9579	positive	notification
9580	positive	notifier
9581	positive	notion
9582	negative	notoire
9583	negative	nouer
9584	positive	nouille
9585	positive	nounou
9586	positive	nourrir
9587	positive	nourrissant
9588	positive	nourrisseur
9589	positive	nourrisson
9590	positive	nourriture
9591	positive	nouveau venu
9592	positive	nouveau naître
9593	positive	nouveauté
9594	positive	nouveau investissement
9595	positive	nouveau session
9596	positive	nouvellement
9597	negative	novice
9598	positive	noyau
9599	negative	nu
9600	negative	nuage
9601	negative	nuageuges
9602	positive	nuancer
9603	positive	nuance
9604	negative	nudité
9605	negative	nue
9606	negative	nuer
9607	negative	nuire
9608	negative	nuit
9609	positive	numérateur
9610	positive	numérique
9611	positive	numériquement
9612	positive	numéro
9613	positive	numérotation
9614	positive	numéroter
9615	positive	nuptial
9616	positive	nuque
9617	positive	nutrition
9618	negative	nymphe
9619	positive	oasis
9620	positive	obéir
9621	positive	obéir à
9622	positive	obéissance
9623	positive	obéissant
9624	positive	obélisque
9625	negative	obèse
9626	negative	obésité
9627	positive	obi
9628	negative	obit
9629	negative	objection
9630	positive	objet faire à le main
9631	positive	objet
9632	negative	obligation
9633	negative	oblique
9634	negative	obscène
9635	negative	obscur
9636	negative	obscurcir
9637	negative	obscurité
9638	negative	obsèques
9639	positive	observance
9640	positive	observant
9641	positive	observante
9642	positive	observantes
9643	positive	observation
9644	positive	observatoire
9645	positive	observer
9646	negative	obsession
9647	negative	obsolescence
9648	negative	obsolète
9649	negative	obstacle
9650	negative	obstination
9651	negative	obstruction
9652	negative	obstruer
9653	positive	obtenir
9654	negative	obturateur
9655	negative	obtus
9656	positive	ocarina
9657	negative	occasionnellement
9658	positive	occasionner
9659	positive	occidental
9660	negative	occlusion
9661	negative	occultation
9662	negative	occulte
9663	positive	occupation
9664	negative	occuper
9665	positive	océan
9666	positive	océanique
9667	positive	octave
9668	positive	octet
9669	positive	octogone
9670	positive	oculaire
9671	positive	ode
9672	positive	odomètre
9673	positive	odontologie
9674	positive	odorant
9675	negative	odorat
9676	positive	?cuménique
9677	positive	?il
9678	positive	?illet
9679	positive	?uf
9680	negative	?uf de poisson
9681	positive	?uvre
9682	positive	?uvre classique
9683	negative	offenser
9684	negative	offensant
9685	negative	offensif
9686	negative	offensive
9687	positive	offrir
9688	positive	officiel
9689	positive	officier
9690	positive	officieueses
9691	positive	offrande
9692	positive	offre
9693	negative	ogre
9694	negative	oie
9695	negative	oignon
9696	positive	oiseau
9697	positive	oiseau mouche
9698	positive	oisillon
9699	negative	oisiveté
9700	positive	olfactif
9701	negative	oligarchie
9702	positive	olive
9703	positive	ombilic
9704	positive	ombilical
9705	negative	ombrager
9706	positive	ombrer
9707	positive	ombrelle
9708	positive	ombre
9709	positive	oméga
9710	positive	omelette
9711	negative	omettre
9712	negative	omission
9713	positive	omnibus
9714	positive	omnipotence
9715	positive	omnipotent
9716	positive	omniprésent
9717	positive	omniscient
9718	positive	once
9719	positive	oncle
9720	positive	oncologue
9721	positive	onction
9722	positive	onde
9723	positive	ondoyer
9724	positive	onduler
9725	negative	ongle
9726	positive	ontologie
9727	positive	onyx
9728	positive	onze
9729	positive	onzième
9730	negative	opacité
9731	positive	opale
9732	negative	opaque
9733	negative	opération
9734	positive	ophtalmique
9735	positive	ophtalmologiste
9736	negative	opiacer
9737	positive	opinion
9738	negative	opium
9739	negative	opportunisme
9740	positive	opportunité
9741	negative	opposant
9742	negative	opposer
9743	negative	opposer son veto
9744	negative	opposition
9745	negative	oppresser
9746	negative	oppressant
9747	negative	oppresseur
9748	negative	oppression
9749	negative	opprimer
9750	negative	opressants
9751	positive	optimisme
9752	positive	optimiste
9753	positive	option
9754	positive	optique
9755	positive	optométriste
9756	positive	opulence
9757	positive	opulent
9758	positive	opus
9759	positive	oracle
9760	negative	orage
9761	positive	oraison
9762	positive	oral
9763	positive	orange
9764	positive	oratoire
9765	positive	orbe
9766	positive	orbite
9767	positive	orchestre
9768	positive	ordinateur
9769	positive	ordination
9770	positive	ordonnance
9771	positive	ordonner
9772	positive	ordre gestuel
9773	positive	ordre
9774	negative	ordure
9775	positive	orée
9776	positive	oreille
9777	positive	oreiller
9778	negative	oreillon
9779	positive	organe
9780	positive	organique
9781	positive	organiser
9782	positive	organisme
9783	positive	organiste
9784	positive	orgasme
9785	negative	orgie
9786	positive	orgue
9787	negative	orgueil
9788	positive	orient
9789	positive	oriental
9790	positive	orientation
9791	positive	orienter
9792	negative	orifice
9793	positive	origan
9794	positive	originaire
9795	positive	originalité
9796	positive	origine
9797	positive	orner
9798	positive	ornement
9799	positive	ornemental
9800	positive	ornementation
9801	positive	ornière
9802	negative	orphelin
9803	negative	orque
9804	negative	orteil
9805	positive	orthodoxe
9806	positive	orthodoxie
9807	positive	orthogonal
9808	positive	orthographe
9809	negative	ortie
9810	negative	os
9811	negative	osciller
9812	negative	oscillant
9813	negative	oscillation
9814	negative	oscillatoire
9815	negative	oser
9816	positive	osier
9817	negative	ossement
9818	negative	osseux
9819	positive	ostensible
9820	positive	ostensiblement
9821	negative	otage
9822	negative	ôter
9823	negative	oubli
9824	negative	oublier
9825	negative	oublieux
9826	negative	ouïr dire
9827	negative	ouragan
9828	positive	ourler
9829	positive	ourlet
9830	positive	outillage
9831	positive	outil de coupe
9832	negative	outrage
9833	negative	outrageux
9834	positive	ouvrir
9835	positive	ouvertement
9836	positive	ouverture
9837	positive	ouvrage
9838	positive	ouvranr
9839	positive	ouvrer|ouvrir boîte
9840	positive	ouvreur
9841	positive	ouvreur|ouvreuse
9842	positive	ovaire
9843	positive	ovale
9844	positive	ovation
9845	negative	overdose
9846	negative	ovoïde
9847	negative	oxydation
9848	positive	oxygène
9849	negative	oxymore
9850	positive	pacifier
9851	positive	pacifique
9852	positive	pack
9853	negative	pacotille
9854	positive	pacte
9855	positive	pagaie
9856	negative	pagaille
9857	positive	paganisme
9858	positive	pagayer|pagayer
9859	positive	page
9860	positive	pagination
9861	positive	pagode
9862	positive	paie
9863	positive	paiement
9864	negative	païen
9865	negative	paillard
9866	negative	paillasson
9867	positive	paille
9868	positive	paillette
9869	positive	pain
9870	positive	pair
9871	positive	paire
9872	positive	paisible
9873	positive	paix
9874	positive	palais
9875	positive	palais de justice
9876	positive	palan
9877	negative	pale
9878	negative	pâle
9879	positive	paléontologie
9880	positive	palet
9881	positive	palette
9882	positive	palladium
9883	positive	palliatif
9884	positive	palme
9885	positive	palmier
9886	negative	palourde
9887	positive	palpable
9888	positive	palper
9889	negative	palpitation
9890	negative	palpiter
9891	negative	paludisme
9892	positive	pâmoison
9893	positive	pampille
9894	positive	panacée
9895	positive	panache
9896	positive	panacher
9897	positive	pancake
9898	positive	pancarte
9899	negative	pandémie
9900	negative	pandémique
9901	positive	panel
9902	positive	panier
9903	negative	panique
9904	negative	paniquer
9905	negative	panne
9906	positive	panneau
9907	positive	panorama
9908	positive	panoramique
9909	negative	pansement adhésif
9910	positive	pantalon
9911	positive	panthéon
9912	negative	panthère
9913	negative	pantin
9914	positive	pantomime
9915	positive	pantoufle
9916	positive	paon
9917	positive	papa
9918	positive	papal
9919	positive	papauté
9920	positive	pape
9921	negative	paperasse
9922	positive	papeterie
9923	positive	papier
9924	positive	papier de garde
9925	positive	papillon
9926	positive	papoter
9927	positive	paprika
9928	positive	papyrus
9929	positive	paquebot
9930	negative	par accident
9931	positive	par conséquent
9932	negative	par défaut
9933	positive	par dix
9934	positive	par hasard
9935	negative	par inadvertance
9936	positive	par là
9937	negative	par le force
9938	positive	par le poste
9939	negative	par le suite
9940	positive	par lot
9941	negative	par morceau
9942	positive	par procuration
9943	positive	par quatre
9944	negative	par surprise
9945	positive	parabole
9946	positive	parabolique
9947	negative	parachute
9948	positive	parade
9949	positive	paradigme
9950	positive	paradisiaque
9951	negative	paradoxal
9952	negative	paradoxe
9953	positive	paragraphe
9954	negative	parallaxe
9955	positive	parallèle
9956	positive	parallélisme
9957	negative	paralyser
9958	negative	paralysie
9959	positive	parangon
9960	negative	paranoïa
9961	positive	parapet
9962	positive	paraphrase
9963	positive	paraphraser
9964	positive	parapluie
9965	negative	parasite
9966	positive	parasol
9967	positive	parc
9968	positive	parcelle
9969	positive	parchemin
9970	positive	parcimonie
9971	negative	parcimonieux
9972	positive	parcours
9973	positive	pardessus
9974	positive	pardon
9975	positive	pardonner
9976	positive	parer balle
9977	positive	parer choc
9978	positive	pareil
